"","time","depth","forecast_issue_time","data_assimilation","ForecastProject_id","Forecast_id","Statistic","species_1","species_2"
"55",2007-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",5.30058039057865,10.260536136788
"56",2007-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",5.27875837631105,9.59707909013711
"57",2007-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",5.32322396711751,10.9345614308706
"58",2007-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",5.26963834903892,9.2648264329334
"59",2007-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",5.24125931692811,8.54772816351088
"60",2007-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",5.31917718979757,10.1629528410973
"61",2007-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",5.30963535307258,9.93373989876635
"62",2007-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",5.26852758323088,9.57016789658466
"63",2007-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",5.33325349794899,10.2573425225635
"64",2008-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",6.70638262318405,22.7455891204867
"65",2008-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",6.66785201870304,22.2725956972832
"66",2008-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",6.74628543942924,23.1884249224584
"67",2008-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",6.7772394739153,21.9093303019096
"68",2008-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",6.71865313008936,21.2024014457786
"69",2008-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",6.84117492754313,22.7208276023651
"70",2008-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",6.74075824947611,22.5556214945358
"71",2008-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",6.67520900602025,22.2395476832468
"72",2008-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",6.79084615836134,22.838232952087
"73",2009-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",5.86962429033985,6.49936370080681
"74",2009-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",5.80333480042348,5.15299900758534
"75",2009-03-22,1,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",5.93893065031364,7.92462506355481
"76",2009-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",5.98572131916058,8.88019549880419
"77",2009-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_02.5",5.85894738870643,6.56674620259816
"78",2009-03-22,3,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","Conf_interv_97.5",6.10486617651944,10.8301115753207
"79",2009-03-22,5,2001-03-04,0,30405043,"631b924e-b057-4abf-8798-071d44d7cf05","mean",5.90337511221431,7.06399389325286
