"","time","depth","ensemble","species_1","species_2","forecast_issue_time","data_assimilation","ForecastProject_id","Forecast_id"
"36",2012-04-14,1,3,6.80088917136461,21.603702151261,2001-03-04,0,30405043,"20010304T060000"
"37",2013-04-14,1,1,6.22664698558578,14.3683399551751,2001-03-04,0,30405043,"20010304T060000"
"38",2013-04-14,1,2,6.73840400283336,21.6778524557627,2001-03-04,0,30405043,"20010304T060000"
"39",2013-04-14,1,3,6.0410282337377,9.79914674065309,2001-03-04,0,30405043,"20010304T060000"
"40",2014-04-14,1,1,6.79013549305176,22.4946498367133,2001-03-04,0,30405043,"20010304T060000"
"41",2014-04-14,1,2,6.0055512532416,9.66577789535751,2001-03-04,0,30405043,"20010304T060000"
"42",2014-04-14,1,3,7.25476184912457,22.1290425324858,2001-03-04,0,30405043,"20010304T060000"
"43",2015-04-14,1,1,5.91255915333169,7.21058479932401,2001-03-04,0,30405043,"20010304T060000"
"44",2015-04-14,1,2,7.25035950741506,22.0440984583636,2001-03-04,0,30405043,"20010304T060000"
"45",2015-04-14,1,3,6.01000983054164,7.83529027126011,2001-03-04,0,30405043,"20010304T060000"
"46",2016-04-14,1,1,7.48386157670136,19.1182854856245,2001-03-04,0,30405043,"20010304T060000"
"47",2016-04-14,1,2,6.04959041946265,8.09651150356408,2001-03-04,0,30405043,"20010304T060000"
"48",2016-04-14,1,3,7.45719349249979,20.030570651139,2001-03-04,0,30405043,"20010304T060000"
"49",2017-04-14,1,1,6.51475194248789,15.2057927185269,2001-03-04,0,30405043,"20010304T060000"
"50",2017-04-14,1,2,7.47460656534778,20.3427775359017,2001-03-04,0,30405043,"20010304T060000"
"51",2017-04-14,1,3,6.35074840851099,13.2058544809536,2001-03-04,0,30405043,"20010304T060000"
"52",2018-04-14,1,1,6.81346325499412,21.6845962469667,2001-03-04,0,30405043,"20010304T060000"
"53",2018-04-14,1,2,6.32876066192394,12.4504665600796,2001-03-04,0,30405043,"20010304T060000"
"54",2018-04-14,1,3,7.01420568057977,22.8954525900501,2001-03-04,0,30405043,"20010304T060000"
"55",2019-04-14,1,1,6.04407307911374,9.55608601997458,2001-03-04,0,30405043,"20010304T060000"
"56",2019-04-14,1,2,7.06526156377075,22.9949266698779,2001-03-04,0,30405043,"20010304T060000"
"57",2019-04-14,1,3,5.89329286931375,5.72419454453164,2001-03-04,0,30405043,"20010304T060000"
"58",2020-04-14,1,1,7.28417322750563,21.9245830126184,2001-03-04,0,30405043,"20010304T060000"
"59",2020-04-14,1,2,5.88292475555869,5.34374424396061,2001-03-04,0,30405043,"20010304T060000"
"60",2020-04-14,1,3,7.62462027623731,16.479390838458,2001-03-04,0,30405043,"20010304T060000"
"61",2021-04-14,1,1,6.0542599800647,8.41925323960401,2001-03-04,0,30405043,"20010304T060000"
"62",2021-04-14,1,2,7.68272907266913,15.6669860569578,2001-03-04,0,30405043,"20010304T060000"
"63",2021-04-14,1,3,6.92949029085623,19.5123523186843,2001-03-04,0,30405043,"20010304T060000"
"64",2022-04-14,1,1,7.41620144597944,20.7510495949575,2001-03-04,0,30405043,"20010304T060000"
"65",2022-04-14,1,2,7.0601083157123,20.4389234037751,2001-03-04,0,30405043,"20010304T060000"
"66",2022-04-14,1,3,6.36014327421137,14.8416879329519,2001-03-04,0,30405043,"20010304T060000"
"67",2023-04-14,1,1,6.27429452293438,11.4819050474964,2001-03-04,0,30405043,"20010304T060000"
"68",2023-04-14,1,2,6.25009329046538,12.5915262998724,2001-03-04,0,30405043,"20010304T060000"
"69",2023-04-14,1,3,6.77538359851337,22.0710259582192,2001-03-04,0,30405043,"20010304T060000"
"70",2024-04-14,1,1,7.16880288898985,22.9277748540602,2001-03-04,0,30405043,"20010304T060000"
"71",2024-04-14,1,2,7.02074919023185,23.0500803298453,2001-03-04,0,30405043,"20010304T060000"
"72",2024-04-14,1,3,5.95430879417141,8.50068247731085,2001-03-04,0,30405043,"20010304T060000"
"73",2025-04-14,1,1,5.92264010001616,5.46189369300544,2001-03-04,0,30405043,"20010304T060000"
"74",2025-04-14,1,2,5.88460275155705,5.20435964666948,2001-03-04,0,30405043,"20010304T060000"
"75",2025-04-14,1,3,7.35584954827836,20.886329868625,2001-03-04,0,30405043,"20010304T060000"
"76",2026-04-14,1,1,7.69945848980246,15.9248145773014,2001-03-04,0,30405043,"20010304T060000"
"77",2026-04-14,1,2,7.67831784066667,15.3666982828828,2001-03-04,0,30405043,"20010304T060000"
"78",2026-04-14,1,3,6.23402047623036,11.1780453943543,2001-03-04,0,30405043,"20010304T060000"
"79",2027-04-14,1,1,7.01248807009277,20.1403820538171,2001-03-04,0,30405043,"20010304T060000"
"80",2027-04-14,1,2,7.0961835133045,20.763140571491,2001-03-04,0,30405043,"20010304T060000"
"81",2027-04-14,1,3,7.17556342267052,22.8375657298539,2001-03-04,0,30405043,"20010304T060000"
"82",2028-04-14,1,1,6.29065726549357,13.359394994174,2001-03-04,0,30405043,"20010304T060000"
"83",2028-04-14,1,2,6.20236725406716,11.7425826960448,2001-03-04,0,30405043,"20010304T060000"
"84",2028-04-14,1,3,5.92510094231281,5.76218673383885,2001-03-04,0,30405043,"20010304T060000"
"85",2029-04-14,1,1,6.94415049917522,22.8834767315062,2001-03-04,0,30405043,"20010304T060000"
"86",2029-04-14,1,2,7.11342882660602,23.0049850043327,2001-03-04,0,30405043,"20010304T060000"
"87",2029-04-14,1,3,7.68050415895658,16.5474386410544,2001-03-04,0,30405043,"20010304T060000"
"88",2030-04-14,1,1,5.89719274492697,5.82273016207397,2001-03-04,0,30405043,"20010304T060000"
"89",2030-04-14,1,2,5.90836623312972,5.27068664644333,2001-03-04,0,30405043,"20010304T060000"
"90",2030-04-14,1,3,6.90976231211092,19.4043853073898,2001-03-04,0,30405043,"20010304T060000"
"91",2001-04-14,2,1,0.5,0.5,2001-03-04,0,30405043,"20010304T060000"
"92",2001-04-14,2,2,0.5,0.5,2001-03-04,0,30405043,"20010304T060000"
"93",2001-04-14,2,3,0.5,0.5,2001-03-04,0,30405043,"20010304T060000"
"94",2002-04-14,2,1,0.973631284113373,1.95757862604961,2001-03-04,0,30405043,"20010304T060000"
"95",2002-04-14,2,2,0.968280826442404,1.96339674699173,2001-03-04,0,30405043,"20010304T060000"
"96",2002-04-14,2,3,0.977581632356995,1.94398295172923,2001-03-04,0,30405043,"20010304T060000"
"97",2003-04-14,2,1,1.8201658219313,7.18372657028192,2001-03-04,0,30405043,"20010304T060000"
"98",2003-04-14,2,2,1.80566689079458,7.18858863056034,2001-03-04,0,30405043,"20010304T060000"
"99",2003-04-14,2,3,1.8115565529089,7.14203807721642,2001-03-04,0,30405043,"20010304T060000"
"100",2004-04-14,2,1,3.04876683424535,20.395649963313,2001-03-04,0,30405043,"20010304T060000"
"101",2004-04-14,2,2,3.02123971985423,20.4185802568587,2001-03-04,0,30405043,"20010304T060000"
"102",2004-04-14,2,3,3.03780734260563,20.3309994756522,2001-03-04,0,30405043,"20010304T060000"
"103",2005-04-14,2,1,3.92809219143705,16.3899946300547,2001-03-04,0,30405043,"20010304T060000"
"104",2005-04-14,2,2,3.9076152325985,16.3811293077133,2001-03-04,0,30405043,"20010304T060000"
"105",2005-04-14,2,3,3.91233618940588,16.5316109617222,2001-03-04,0,30405043,"20010304T060000"
"106",2006-04-14,2,1,5.03815017459692,22.380515114543,2001-03-04,0,30405043,"20010304T060000"
"107",2006-04-14,2,2,5.01190024304396,22.3742902963696,2001-03-04,0,30405043,"20010304T060000"
"108",2006-04-14,2,3,4.99479747278772,22.228199944039,2001-03-04,0,30405043,"20010304T060000"
"109",2007-04-14,2,1,5.28326661750539,9.3222548348092,2001-03-04,0,30405043,"20010304T060000"
"110",2007-04-14,2,2,5.26964192529504,9.35963184501281,2001-03-04,0,30405043,"20010304T060000"
"111",2007-04-14,2,3,5.26994145767093,9.79158900476666,2001-03-04,0,30405043,"20010304T060000"
"112",2008-04-14,2,1,6.78536055876241,22.03365284679,2001-03-04,0,30405043,"20010304T060000"
"113",2008-04-14,2,2,6.78079249209527,22.0925204794007,2001-03-04,0,30405043,"20010304T060000"
"114",2008-04-14,2,3,6.73118747150674,22.4635148649872,2001-03-04,0,30405043,"20010304T060000"
"115",2009-04-14,2,1,5.97746770065258,8.57861245674578,2001-03-04,0,30405043,"20010304T060000"
"116",2009-04-14,2,2,5.98186774294536,8.40827370426489,2001-03-04,0,30405043,"20010304T060000"
"117",2009-04-14,2,3,5.91037366940393,7.34752785297095,2001-03-04,0,30405043,"20010304T060000"
"118",2010-04-14,2,1,7.34196351955518,20.9533374473407,2001-03-04,0,30405043,"20010304T060000"
"119",2010-04-14,2,2,7.37949312890694,20.7662217536659,2001-03-04,0,30405043,"20010304T060000"
"120",2010-04-14,2,3,7.46501280370046,19.3402304096652,2001-03-04,0,30405043,"20010304T060000"
"121",2011-04-14,2,1,6.22203271003142,11.0503308458572,2001-03-04,0,30405043,"20010304T060000"
"122",2011-04-14,2,2,6.25808317553419,11.4842916663245,2001-03-04,0,30405043,"20010304T060000"
"123",2011-04-14,2,3,6.45250966621296,14.7447297942622,2001-03-04,0,30405043,"20010304T060000"
"124",2012-04-14,2,1,7.20746244893729,22.799208895632,2001-03-04,0,30405043,"20010304T060000"
"125",2012-04-14,2,2,7.15614705031168,22.9236412798779,2001-03-04,0,30405043,"20010304T060000"
"126",2012-04-14,2,3,6.81943975102677,22.0931815609737,2001-03-04,0,30405043,"20010304T060000"
"127",2013-04-14,2,1,5.93421964311185,5.83892767857138,2001-03-04,0,30405043,"20010304T060000"
"128",2013-04-14,2,2,5.9221480456252,5.48261498350859,2001-03-04,0,30405043,"20010304T060000"
"129",2013-04-14,2,3,5.96513280186402,8.37332782441443,2001-03-04,0,30405043,"20010304T060000"
"130",2014-04-14,2,1,7.6503933270056,16.6851373557463,2001-03-04,0,30405043,"20010304T060000"
"131",2014-04-14,2,2,7.67605418173068,15.9426909203964,2001-03-04,0,30405043,"20010304T060000"
"132",2014-04-14,2,3,7.37222727654334,20.7299177530569,2001-03-04,0,30405043,"20010304T060000"
"133",2015-04-14,2,1,6.88264513155549,19.2253246636271,2001-03-04,0,30405043,"20010304T060000"
"134",2015-04-14,2,2,7.01456219933328,20.1363748779363,2001-03-04,0,30405043,"20010304T060000"
"135",2015-04-14,2,3,6.25037212296138,11.5764589063044,2001-03-04,0,30405043,"20010304T060000"
"136",2016-04-14,2,1,6.37065771650764,15.5014554153936,2001-03-04,0,30405043,"20010304T060000"
"137",2016-04-14,2,2,6.28655011676481,13.3703265201338,2001-03-04,0,30405043,"20010304T060000"
"138",2016-04-14,2,3,7.16597597938331,22.9398311704801,2001-03-04,0,30405043,"20010304T060000"
"139",2017-04-14,2,1,6.70866291633898,21.5132633576831,2001-03-04,0,30405043,"20010304T060000"
"140",2017-04-14,2,2,6.92382134179985,22.8880910448072,2001-03-04,0,30405043,"20010304T060000"
"141",2017-04-14,2,3,5.92151504123674,5.42659882050687,2001-03-04,0,30405043,"20010304T060000"
"142",2018-04-14,2,1,6.02132399264292,10.1280813319797,2001-03-04,0,30405043,"20010304T060000"
"143",2018-04-14,2,2,5.89435043353962,5.83510030024116,2001-03-04,0,30405043,"20010304T060000"
"144",2018-04-14,2,3,7.70362964751049,15.8469529079625,2001-03-04,0,30405043,"20010304T060000"
"145",2019-04-14,2,1,7.21086208515198,22.4007722000327,2001-03-04,0,30405043,"20010304T060000"
"146",2019-04-14,2,2,7.61387080485467,16.6591477155573,2001-03-04,0,30405043,"20010304T060000"
"147",2019-04-14,2,3,7.0318980109182,20.2208844828157,2001-03-04,0,30405043,"20010304T060000"
"148",2020-04-14,2,1,5.98534970506917,7.05665106605503,2001-03-04,0,30405043,"20010304T060000"
"149",2020-04-14,2,2,6.8884756387739,19.2985793961118,2001-03-04,0,30405043,"20010304T060000"
"150",2020-04-14,2,3,6.28874472085568,13.147021691572,2001-03-04,0,30405043,"20010304T060000"
"151",2021-04-14,2,1,7.54806699219039,18.8660251568175,2001-03-04,0,30405043,"20010304T060000"
"152",2021-04-14,2,2,6.37350545812522,15.3646122837553,2001-03-04,0,30405043,"20010304T060000"
"153",2021-04-14,2,3,6.96632268786545,22.9346445859654,2001-03-04,0,30405043,"20010304T060000"
"154",2022-04-14,2,1,6.55399511356325,15.6707706257431,2001-03-04,0,30405043,"20010304T060000"
"155",2022-04-14,2,2,6.72356086489562,21.6527256099302,2001-03-04,0,30405043,"20010304T060000"
"156",2022-04-14,2,3,5.88422106258417,5.64382850440109,2001-03-04,0,30405043,"20010304T060000"
"157",2023-04-14,2,1,6.7735761661397,21.2210188155288,2001-03-04,0,30405043,"20010304T060000"
"158",2023-04-14,2,2,6.01772269524229,9.73696752617845,2001-03-04,0,30405043,"20010304T060000"
"159",2023-04-14,2,3,7.65274076213614,16.308052793788,2001-03-04,0,30405043,"20010304T060000"
"160",2024-04-14,2,1,6.06767709999549,10.8733731074624,2001-03-04,0,30405043,"20010304T060000"
"161",2024-04-14,2,2,7.22685554305302,22.0829466199788,2001-03-04,0,30405043,"20010304T060000"
"162",2024-04-14,2,3,6.96647158059045,19.7148362121565,2001-03-04,0,30405043,"20010304T060000"
"163",2025-04-14,2,1,7.13280330671552,22.7994769350195,2001-03-04,0,30405043,"20010304T060000"
"164",2025-04-14,2,2,6.03870480509656,7.99779611081116,2001-03-04,0,30405043,"20010304T060000"
"165",2025-04-14,2,3,6.32582686834217,14.3771190318187,2001-03-04,0,30405043,"20010304T060000"
"166",2026-04-14,2,1,5.93485376789549,5.89830913507484,2001-03-04,0,30405043,"20010304T060000"
"167",2026-04-14,2,2,7.46515962534433,20.2059824843545,2001-03-04,0,30405043,"20010304T060000"
"168",2026-04-14,2,3,6.82676077564796,22.3876934181577,2001-03-04,0,30405043,"20010304T060000"
"169",2027-04-14,2,1,7.63747383942122,16.8077960937564,2001-03-04,0,30405043,"20010304T060000"
"170",2027-04-14,2,2,6.34574739050947,12.7929224733018,2001-03-04,0,30405043,"20010304T060000"
"171",2027-04-14,2,3,5.91356860022543,7.48199486521151,2001-03-04,0,30405043,"20010304T060000"
"172",2028-04-14,2,1,6.87430108959412,19.0933647163164,2001-03-04,0,30405043,"20010304T060000"
"173",2028-04-14,2,2,7.04758094266655,22.9858271015367,2001-03-04,0,30405043,"20010304T060000"
"174",2028-04-14,2,3,7.45357715220617,19.5380508774892,2001-03-04,0,30405043,"20010304T060000"
"175",2029-04-14,2,1,6.38116935489152,15.7778682525139,2001-03-04,0,30405043,"20010304T060000"
"176",2029-04-14,2,2,5.88165031970768,5.41828383114943,2001-03-04,0,30405043,"20010304T060000"
"177",2029-04-14,2,3,6.45455329562675,14.3391931756953,2001-03-04,0,30405043,"20010304T060000"
"178",2030-04-14,2,1,6.66177388508647,21.2399931858111,2001-03-04,0,30405043,"20010304T060000"
"179",2030-04-14,2,2,7.65081287651214,15.8483098477095,2001-03-04,0,30405043,"20010304T060000"
"180",2030-04-14,2,3,6.89964748926922,22.3531748092799,2001-03-04,0,30405043,"20010304T060000"
"181",2001-04-14,3,1,0.5,0.5,2001-03-04,0,30405043,"20010304T060000"
"182",2001-04-14,3,2,0.5,0.5,2001-03-04,0,30405043,"20010304T060000"
"183",2001-04-14,3,3,0.5,0.5,2001-03-04,0,30405043,"20010304T060000"
"184",2002-04-14,3,1,0.97404268323141,1.95018875483909,2001-03-04,0,30405043,"20010304T060000"
"185",2002-04-14,3,2,0.98895193461265,1.94694530868394,2001-03-04,0,30405043,"20010304T060000"
"186",2002-04-14,3,3,0.956317189555807,1.95557818025889,2001-03-04,0,30405043,"20010304T060000"
"187",2003-04-14,3,1,1.80794518924099,7.15781449981095,2001-03-04,0,30405043,"20010304T060000"
"188",2003-04-14,3,2,1.82964928078412,7.13866720863284,2001-03-04,0,30405043,"20010304T060000"
"189",2003-04-14,3,3,1.77710932773401,7.16556806997583,2001-03-04,0,30405043,"20010304T060000"
"190",2004-04-14,3,1,3.03018684580071,20.3594870153054,2001-03-04,0,30405043,"20010304T060000"
"191",2004-04-14,3,2,3.05917307752964,20.3339606878421,2001-03-04,0,30405043,"20010304T060000"
"192",2004-04-14,3,3,2.98962707756263,20.401761730857,2001-03-04,0,30405043,"20010304T060000"
"193",2005-04-14,3,1,3.90551687100106,16.472091727368,2001-03-04,0,30405043,"20010304T060000"
"194",2005-04-14,3,2,3.9246214453328,16.5046108781952,2001-03-04,0,30405043,"20010304T060000"
"195",2005-04-14,3,3,3.86987762185733,16.4258098141597,2001-03-04,0,30405043,"20010304T060000"
"196",2006-04-14,3,1,4.98528052570122,22.3144541887985,2001-03-04,0,30405043,"20010304T060000"
"197",2006-04-14,3,2,5.01295057839197,22.2539184678535,2001-03-04,0,30405043,"20010304T060000"
"198",2006-04-14,3,3,4.97127970656121,22.3751708501021,2001-03-04,0,30405043,"20010304T060000"
"199",2007-04-14,3,1,5.25891785495748,9.56103639433405,2001-03-04,0,30405043,"20010304T060000"
"200",2007-04-14,3,2,5.29987175797005,9.70178681029105,2001-03-04,0,30405043,"20010304T060000"
"201",2007-04-14,3,3,5.25260362542542,9.40070190939901,2001-03-04,0,30405043,"20010304T060000"
"202",2008-04-14,3,1,6.74506633036806,22.2670688397106,2001-03-04,0,30405043,"20010304T060000"
"203",2008-04-14,3,2,6.76055836432024,22.3724452300397,2001-03-04,0,30405043,"20010304T060000"
"204",2008-04-14,3,3,6.75287599036694,22.114823550741,2001-03-04,0,30405043,"20010304T060000"
"205",2009-04-14,3,1,5.94556636618158,7.93677432233324,2001-03-04,0,30405043,"20010304T060000"
"206",2009-04-14,3,2,5.93510387154734,7.59872499154274,2001-03-04,0,30405043,"20010304T060000"
"207",2009-04-14,3,3,5.94878212184842,8.37888721083857,2001-03-04,0,30405043,"20010304T060000"
"208",2010-04-14,3,1,7.42000305602835,20.1723153119593,2001-03-04,0,30405043,"20010304T060000"
"209",2010-04-14,3,2,7.43847596871705,19.7023605030802,2001-03-04,0,30405043,"20010304T060000"
"210",2010-04-14,3,3,7.39417057651288,20.750902885392,2001-03-04,0,30405043,"20010304T060000"
"211",2011-04-14,3,1,6.34592689693275,12.9292003658911,2001-03-04,0,30405043,"20010304T060000"
"212",2011-04-14,3,2,6.39706176276789,13.9669132906681,2001-03-04,0,30405043,"20010304T060000"
"213",2011-04-14,3,3,6.25631407566474,11.494412218239,2001-03-04,0,30405043,"20010304T060000"
"214",2012-04-14,3,1,7.01721454999877,22.9656596271952,2001-03-04,0,30405043,"20010304T060000"
"215",2012-04-14,3,2,6.90601778721607,22.5921370034139,2001-03-04,0,30405043,"20010304T060000"
"216",2012-04-14,3,3,7.14420310870624,22.9098066511004,2001-03-04,0,30405043,"20010304T060000"
"217",2013-04-14,3,1,5.90281085888274,5.50009319960697,2001-03-04,0,30405043,"20010304T060000"
"218",2013-04-14,3,2,5.93429318992506,6.78212301985,2001-03-04,0,30405043,"20010304T060000"
"219",2013-04-14,3,3,5.9009126855804,5.53873213561143,2001-03-04,0,30405043,"20010304T060000"
"220",2014-04-14,3,1,7.67531720547269,16.0159705063187,2001-03-04,0,30405043,"20010304T060000"
"221",2014-04-14,3,2,7.51952935996674,18.4243046503917,2001-03-04,0,30405043,"20010304T060000"
"222",2014-04-14,3,3,7.67351855809569,16.0782217234545,2001-03-04,0,30405043,"20010304T060000"
"223",2015-04-14,3,1,7.00869057645921,20.0495599282443,2001-03-04,0,30405043,"20010304T060000"
"224",2015-04-14,3,2,6.60022764667556,16.5414844589115,2001-03-04,0,30405043,"20010304T060000"
"225",2015-04-14,3,3,6.98802784741712,19.9919848021844,2001-03-04,0,30405043,"20010304T060000"
"226",2016-04-14,3,1,6.2952813518705,13.5647826180173,2001-03-04,0,30405043,"20010304T060000"
"227",2016-04-14,3,2,6.66047356827753,20.2089326329993,2001-03-04,0,30405043,"20010304T060000"
"228",2016-04-14,3,3,6.28568839212431,13.7555511172638,2001-03-04,0,30405043,"20010304T060000"
"229",2017-04-14,3,1,6.94141019134704,22.7863080171861,2001-03-04,0,30405043,"20010304T060000"
"230",2017-04-14,3,2,6.19938064275173,13.5279803039079,2001-03-04,0,30405043,"20010304T060000"
"231",2017-04-14,3,3,6.8787488223989,22.754643619968,2001-03-04,0,30405043,"20010304T060000"
"232",2018-04-14,3,1,5.9051965944232,6.16208249280991,2001-03-04,0,30405043,"20010304T060000"
"233",2018-04-14,3,2,6.86188149180449,22.8995065112931,2001-03-04,0,30405043,"20010304T060000"
"234",2018-04-14,3,3,5.88535021456773,6.30297219975577,2001-03-04,0,30405043,"20010304T060000"
"235",2019-04-14,3,1,7.59058295360866,17.3190513799606,2001-03-04,0,30405043,"20010304T060000"
"236",2019-04-14,3,2,5.87923788231801,5.87550019559302,2001-03-04,0,30405043,"20010304T060000"
"237",2019-04-14,3,3,7.53952366905661,17.5803567455667,2001-03-04,0,30405043,"20010304T060000"
"238",2020-04-14,3,1,6.79177397568004,18.3594837638443,2001-03-04,0,30405043,"20010304T060000"
"239",2020-04-14,3,2,7.6170669920909,16.7734780009686,2001-03-04,0,30405043,"20010304T060000"
"240",2020-04-14,3,3,6.74114257885877,17.9895887994804,2001-03-04,0,30405043,"20010304T060000"
"241",2021-04-14,3,1,6.47087411986965,17.2477131621055,2001-03-04,0,30405043,"20010304T060000"
"242",2021-04-14,3,2,6.88034074228028,19.1391946389979,2001-03-04,0,30405043,"20010304T060000"
"243",2021-04-14,3,3,6.50324716570431,17.9420133204655,2001-03-04,0,30405043,"20010304T060000"
"244",2022-04-14,3,1,6.5311370026253,19.3552949972154,2001-03-04,0,30405043,"20010304T060000"
"245",2022-04-14,3,2,6.3685462262404,15.6766190497694,2001-03-04,0,30405043,"20010304T060000"
"246",2022-04-14,3,3,6.43817427870908,18.2415308096676,2001-03-04,0,30405043,"20010304T060000"
"247",2023-04-14,3,1,6.258147106403,15.5271762286067,2001-03-04,0,30405043,"20010304T060000"
"248",2023-04-14,3,2,6.67633495980474,21.3500536921536,2001-03-04,0,30405043,"20010304T060000"
"249",2023-04-14,3,3,6.38113759759741,17.7671215184543,2001-03-04,0,30405043,"20010304T060000"
"250",2024-04-14,3,1,6.65328641931488,21.5708606765265,2001-03-04,0,30405043,"20010304T060000"
"251",2024-04-14,3,2,6.05312080748781,10.6084257288928,2001-03-04,0,30405043,"20010304T060000"
"252",2024-04-14,3,3,6.41619580651981,18.6069600210954,2001-03-04,0,30405043,"20010304T060000"
"253",2025-04-14,3,1,6.01952894666114,10.0228613119957,2001-03-04,0,30405043,"20010304T060000"
"254",2025-04-14,3,2,7.15665225102222,22.6742271129336,2001-03-04,0,30405043,"20010304T060000"
"255",2025-04-14,3,3,6.31828255486832,17.1235643846767,2001-03-04,0,30405043,"20010304T060000"
"256",2026-04-14,3,1,7.23301625187934,22.2818597434979,2001-03-04,0,30405043,"20010304T060000"
"257",2026-04-14,3,2,5.94105730741407,6.27355281673278,2001-03-04,0,30405043,"20010304T060000"
"258",2026-04-14,3,3,6.47973565045944,19.6502102820158,2001-03-04,0,30405043,"20010304T060000"
"259",2027-04-14,3,1,6.00312842566313,7.40622516166815,2001-03-04,0,30405043,"20010304T060000"
"260",2027-04-14,3,2,7.61685534251647,17.5109342824734,2001-03-04,0,30405043,"20010304T060000"
"261",2027-04-14,3,3,6.21361511543181,14.9498513493894,2001-03-04,0,30405043,"20010304T060000"
"262",2028-04-14,3,1,7.51723973291638,19.4085502903851,2001-03-04,0,30405043,"20010304T060000"
"263",2028-04-14,3,2,6.75661201765374,18.0379540516169,2001-03-04,0,30405043,"20010304T060000"
"264",2028-04-14,3,3,6.7138097960085,22.1123786503406,2001-03-04,0,30405043,"20010304T060000"
"265",2029-04-14,3,1,6.46753768910428,14.5601216331182,2001-03-04,0,30405043,"20010304T060000"
"266",2029-04-14,3,2,6.52596276571726,17.864397956795,2001-03-04,0,30405043,"20010304T060000"
"267",2029-04-14,3,3,5.94253151724964,8.43100870163627,2001-03-04,0,30405043,"20010304T060000"
"268",2030-04-14,3,1,6.87167129026147,22.2152112238257,2001-03-04,0,30405043,"20010304T060000"
"269",2030-04-14,3,2,6.46230328907739,18.3505473179236,2001-03-04,0,30405043,"20010304T060000"
